篇號,賦家,賦篇,段落編號,句組編號,句編號,原始句,tokens,matched_file,matched_index,matched,similarity
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,52,瞻聖皇之迴輪,瞻 聖皇 之 迴輪,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,53,知太昊之整轡,知 太昊 之 整轡,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,54,登臺者漸樂,登臺者 漸樂,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,55,擊壤者咸遂,擊壤者 咸遂,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,56,莫不荷煦嫗於陰陽,莫不 荷 煦嫗 於 陰陽,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,57,感溫仁於天地,感 溫仁 於 天地,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,58,夫然則跂行可以不夭,夫然則 跂行 可以 不夭,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,59,根著可以漸苞,根著 可以 漸苞,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,60,異逆暑之吹豳,異 逆暑 之 吹豳,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,61,空聞乎德肅於火,空聞 乎 德肅於火,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,62,殊迎寒於旁磔,殊 迎寒 於 旁磔,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,63,何足以禮行於郊,何足 以 禮行於郊,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,64,則知和氣熙熙,則知 和氣 熙熙,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,65,盛容濟濟,盛容 濟濟,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,66,必蒼龍之整駕,必 蒼龍 之 整駕,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,67,當青鳥之司啟,當 青鳥 之 司啟,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,68,握金鏡而明王道,握 金鏡 而 明 王道,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,69,調玉燭而昭國體,調 玉燭 而 昭 國體,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,30,70,莫不在迎春之盛禮,莫不在 迎春 之 盛禮,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,1,歲移木德,歲移 木德,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,2,春變銅渾,春變 銅渾,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,2,3,觀上公之獻壽,觀 上公 之 獻壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,表 南面 之 居尊,列子/KR5c0124_007,1820,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,表 南面 之 居尊,列子/KR5c0124_007,1844,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,3,5,贊以至誠,贊以 至誠,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,6,俾天長而地久,俾 天長 而 地久,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,7,陳乎盛禮,陳乎 盛禮,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,8,亦星列而雷奔,亦 星列 而 雷奔,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,9,所以上增景物,所以 上增 景物,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,10,所以下答湛恩,所以 下答 湛恩,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,11,豈徒閱夫濟濟,豈徒 閱夫 濟濟,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,12,而炫彼元元,而 炫彼 元元,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,13,時也,時也,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,14,百辟無譁,百辟 無譁,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,15,九賓有秩,九賓 有秩,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,16,玉帛林會,玉帛 林會,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,17,簪裾櫛比,簪裾 櫛比,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,18,聲明叶於載陽,聲明 叶於載陽,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,19,天文宜於初吉,天文 宜於初吉,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,9,20,於是紫殿晝,於是 紫殿 晝,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,9,21,皇輿出,皇輿 出,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,10,22,仰之如天,仰之 如天,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,10,23,就之如日,就之 如日,史記/KR2a0001_100,1908,就之如日,1.0
20,王起,元日觀上公獻壽賦以題為韻,2,11,24,獻大君之壽,獻 大君之壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,25,善頌善禱,善頌 善禱,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,26,覿元老之儀,覿 元老之儀,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,27,匪徐匪疾,匪徐 匪疾,文選/KR4h0001_003,1141,匪疾匪徐,1.0
20,王起,元日觀上公獻壽賦以題為韻,3,12,28,皤皤元老,皤皤 元老,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,12,29,首出朝端,首出 朝端,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,30,仰紫宸而展敬,仰 紫宸 而 展敬,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,31,回黃閣而即安,回 黃閣 而 即安,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,32,振冠劍之翼翼,振 冠劍 之 翼翼,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,33,曳環珮之珊珊,曳 環珮 之 珊珊,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,34,既進退而有度,既 進退 而 有度,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,35,亦容止而可觀,亦 容止 而 可觀,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,36,將奉一人之壽,將奉 一人之壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,37,而為萬國之歡,而為 萬國之歡,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,38,遠映珠旒,遠映 珠旒,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,39,旁臨霜仗,旁臨 霜仗,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,18,40,赫赫在下,赫赫 在下,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,明明 在上,隋書/KR2a0023_013,490,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,明明 在上,文選/KR4h0001_024,746,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,19,42,奉觴而進,奉觴 而進,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,43,持盈有俯僂之容,持 盈有 俯僂之容,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,44,祝壽而旋,祝壽 而旋,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,45,慶賜被鴻恩之暢,慶 賜被 鴻恩之暢,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,46,應千年而莫厚,應 千年 而 莫厚,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,47,宅百揆而誰讓,宅 百揆 而 誰讓,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,48,祥光郁靄,祥光 郁靄,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,49,佳氣蔥蘢,佳氣 蔥蘢,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,50,時剡剡以起履,時 剡剡 以 起履,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,51,每兢兢而鞠躬,每 兢兢 而 鞠躬,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,52,拱北辰之尊,拱 北辰之尊,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,53,不異乎台居列宿,不異乎 台居 列宿,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,54,獻南山之壽,獻 南山之壽,毛詩/KR1c0001_016,1091,如南山之壽,0.75
20,王起,元日觀上公獻壽賦以題為韻,5,23,54,獻南山之壽,獻 南山之壽,文選/KR4h0001_046,1148,下獻南山之壽,0.8
20,王起,元日觀上公獻壽賦以題為韻,5,23,55,更聞其嶽視三公,更聞其 嶽視 三公,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,56,既而天顏迴眷,既而 天顏 迴眷,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,57,堯酒畢獻,堯酒 畢獻,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,25,58,乾坤永固,乾坤 永固,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下 無怨,孝經/KR1f0001_001,81,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下 無怨,左傳/KR1e0001_010,70916,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下 無怨,文選/KR4h0001_051,1696,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,26,60,禮循牆而已退,禮 循牆 而 已退,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,26,61,福如茨而咸勸,福 如茨 而 咸勸,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,27,62,則山呼萬歲,則 山呼 萬歲,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,27,63,徒稱漢日之祥,徒稱 漢日之祥,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,27,64,天錫九齡,天錫 九齡,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,27,65,詎比周年之願,詎比 周年之願,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,28,66,諒羲軒之道隆,諒 羲軒 之 道隆,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,28,67,實伊容之德建,實 伊容 之 德建,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,29,68,宜乎景祿克受,宜乎 景祿 克受,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,29,69,賡歌不朽,賡歌 不朽,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,30,70,如岡如陵,如岡 如陵,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,30,71,可大可久,可大 可久,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,31,72,亦何待華封之祝,亦 何待 華封之祝,,,,
20,王起,元日觀上公獻壽賦以題為韻,7,31,73,然後增堯之壽,然後 增堯之壽,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,1,1,國家敷文教,國家 敷 文教,晉書/KR2a0015_022,486,敷文教,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,1,2,布時令,布 時令,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,2,3,爰振鐸於九衢,爰 振鐸 於 九衢,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,2,4,將採詩於萬姓,將 採詩 於 萬姓,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,3,5,上立其典,上立 其典,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,3,6,將興詠之必聞,將 興詠 之 必聞,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,3,7,下聽其音,下聽 其音,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,3,8,知從諫而則聖,知 從諫 而 則聖,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,4,9,事且彰於歲首,事 且彰 於 歲首,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,4,10,禮無虧於春孟,禮 無虧 於 春孟,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,5,11,所以夏訓是崇,所以 夏訓 是崇,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,1,5,12,周官克敬,周官 克敬,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,6,13,亦既戒止,亦既 戒止,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,6,14,居然可珍,居然 可珍,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,7,15,赫赫奕奕,赫赫 奕奕,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,7,16,爛爛燐燐,爛爛 燐燐,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,8,17,以金為鈴,以金 為鈴,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,8,18,且嘗巧於懿匠,且 嘗巧 於 懿匠,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,8,19,剡木為舌,剡木 為舌,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,2,8,20,將託音於下人,將 託音 於 下人,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,9,21,及夫拂拭光生,及夫 拂拭 光生,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,9,22,提攜彩發,提攜 彩發,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,10,23,順一人之施令,順 一人 之 施令,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,10,24,採四海之箴闕,採 四海 之 箴闕,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,11,25,鐬鐬於遐邇之路,鐬鐬 於 遐邇之路,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,11,26,杳若和鑾,杳若 和鑾,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,11,27,煌煌於前後之車,煌煌 於 前後之車,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,3,11,28,爛如明月,爛如 明月,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,12,29,於以闡幽,於以 闡幽,周易/KR1a0001_066,810,闡幽,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,12,30,於以冥搜,於以 冥搜,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,13,31,知政教之茲始,知 政教 之 茲始,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,13,32,表申嚴之所由,表 申嚴 之 所由,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,14,33,動素手而知音愈出,動 素手 而 知音 愈出,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,14,34,注清耳而其義可求,注 清耳 而 其義 可求,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,15,35,色耀皇衢,色耀 皇衢,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,15,36,映遲遲而日麗,映 遲遲 而 日麗,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,15,37,聲搖紫陌,聲搖 紫陌,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,4,15,38,隨獵獵而風遒,隨 獵獵 而 風遒,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,16,39,昭彰有儀,昭彰 有儀,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,16,40,掌握成韻,掌握 成韻,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,17,41,因木德之將盛,因 木德 之 將盛,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,17,42,懷金聲而載振,懷 金聲 而 載振,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,18,43,或聆之而胥悅,或 聆之 而 胥悅,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,18,44,或抑之而旅進,或 抑之 而 旅進,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,19,45,豈比夫鼓有節而斯通,豈比夫 鼓 有節 而 斯通,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,5,19,46,雷發聲而先徇,雷 發聲 而 先徇,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,20,47,可以展六義,可以 展 六義,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,20,48,可以陳四詩,可以 陳 四詩,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,21,49,在道途而無壅,在 道途 而 無壅,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,21,50,致朝廷之允釐,致 朝廷 之 允釐,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,22,51,驚百眾以泠泠,驚 百眾 以 泠泠,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,22,52,昭其聲也,昭其 聲也,左傳/KR1e0001_002,1104,昭其聲也,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,22,53,沃九重於翼翼,沃九 重於 翼翼,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,6,22,54,失則革之,失則 革之,左傳/KR1e0001_009,28326,失則革之,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,23,55,鐸之為義也深,鐸之為義 也深,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,23,56,鐸之為用也固,鐸之為用 也固,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,24,57,虛其中而不屈,虛 其中 而 不屈,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,24,58,圓其外而合度,圓 其外 而 合度,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,25,59,可以揚天之聲,可以 揚天之聲,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,25,60,可以遵王之路,可以 遵王之路,尚書/KR1b0001_032,712,遵王之路,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,25,60,可以遵王之路,可以 遵王之路,史記/KR2a0001_400,12812,遵王之路,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,26,61,令出不返,令出 不返,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,26,62,知遒人之是司,知 遒人 之 是司,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,26,63,道之將行,道之 將行,史記/KR2a0001_500,6476,道之將行,1.0
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,26,63,道之將行,道之 將行,文選/KR4h0001_053,960,故道之將行也,0.8
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,7,26,64,幸夫子之可喻,幸 夫子 之 可喻,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,27,65,故其鎔鑄式珍,故其 鎔鑄 式珍,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,27,66,錯磨永新,錯磨 永新,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,28,67,舊典斯考,舊典 斯考,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,28,68,英聲克振,英聲 克振,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,29,69,既有符於玄化,既 有符 於 玄化,,,,
21,王起,振木鐸賦以「孟春之月遒人徇路」為韻,8,29,70,斯永保夫青春,斯 永保 夫 青春,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,1,1,國家布和令,國家 布 和令,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,1,2,稽舊章,稽 舊章,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,2,3,候葭灰之所應,候 葭灰 之 所應,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,2,4,取榆火之有常,取 榆火 之 有常,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,3,5,鑽之彌堅,鑽之 彌堅,論語/KR1h0004_009,495,鑽之彌堅,1.0
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,3,5,鑽之彌堅,鑽之 彌堅,史記/KR2a0001_400,42462,鑽之彌堅,1.0
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,3,6,初若切磋之響,初若 切磋之響,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,3,7,動而愈出,動而 愈出,老子/KR5c0057_005,121,動而愈出,1.0
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,3,8,俄生煒燁之光,俄生 煒燁之光,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,4,9,火則循利,火則 循利,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,4,10,人惟嚮方,人惟 嚮方,,,,
22,王起,取榆火賦以「方春改火用榆鑽燧」為韻,1,5,11,豈徒宣明於四海,豈徒 宣明 於 四海,,,,
