篇號,賦家,賦篇,段落編號,句組編號,句編號,原始句,tokens,matched_file,matched_index,matched,similarity
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,18,42,衣冠楚楚而鞠躬,楚楚,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,18,42,衣冠楚楚而鞠躬,鞠躬,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,43,祥雲為之郁靄,祥雲,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,43,祥雲為之郁靄,為之,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,43,祥雲為之郁靄,郁靄,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,44,佳氣為之蔥蘢,佳氣,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,44,佳氣為之蔥蘢,為之,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,19,44,佳氣為之蔥蘢,蔥蘢,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,45,青帝克禋,青帝,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,45,青帝克禋,克禋,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,46,必來顧而來享,來顧,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,46,必來顧而來享,來享,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,47,玄穹廣覆,玄穹,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,47,玄穹廣覆,廣覆,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,48,何自西而自東,自西,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,5,20,48,何自西而自東,自東,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,21,50,四遐縱觀,四遐,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,21,50,四遐縱觀,縱觀,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,21,51,五福來備,五福,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,21,51,五福來備,來備,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,52,瞻聖皇之迴輪,聖皇,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,52,瞻聖皇之迴輪,迴輪,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,53,知太昊之整轡,太昊,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,22,53,知太昊之整轡,整轡,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,54,登臺者漸樂,登臺者,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,54,登臺者漸樂,漸樂,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,55,擊壤者咸遂,擊壤者,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,23,55,擊壤者咸遂,咸遂,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,56,莫不荷煦嫗於陰陽,莫不,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,56,莫不荷煦嫗於陰陽,煦嫗,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,56,莫不荷煦嫗於陰陽,陰陽,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,57,感溫仁於天地,溫仁,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,6,24,57,感溫仁於天地,天地,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,58,夫然則跂行可以不夭,跂行,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,58,夫然則跂行可以不夭,不夭,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,59,根著可以漸苞,根著,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,25,59,根著可以漸苞,漸苞,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,60,異逆暑之吹豳,逆暑,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,60,異逆暑之吹豳,吹豳,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,61,空聞乎德肅於火,空聞,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,61,空聞乎德肅於火,德肅於火,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,62,殊迎寒於旁磔,迎寒,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,62,殊迎寒於旁磔,旁磔,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,63,何足以禮行於郊,何足,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,7,26,63,何足以禮行於郊,禮行於郊,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,64,則知和氣熙熙,和氣,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,64,則知和氣熙熙,熙熙,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,65,盛容濟濟,盛容,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,27,65,盛容濟濟,濟濟,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,66,必蒼龍之整駕,蒼龍,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,66,必蒼龍之整駕,整駕,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,67,當青鳥之司啟,青鳥,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,28,67,當青鳥之司啟,司啟,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,68,握金鏡而明王道,金鏡,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,68,握金鏡而明王道,王道,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,69,調玉燭而昭國體,玉燭,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,29,69,調玉燭而昭國體,國體,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,30,70,莫不在迎春之盛禮,莫不在,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,30,70,莫不在迎春之盛禮,迎春,,,,
19,王起,東郊迎春賦以「立春之日備禮東郊」為韻,8,30,70,莫不在迎春之盛禮,盛禮,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,1,歲移木德,歲移,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,1,歲移木德,木德,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,2,春變銅渾,春變,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,1,2,春變銅渾,銅渾,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,2,3,觀上公之獻壽,上公,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,2,3,觀上公之獻壽,獻壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,南面,列子/KR5c0124_007,1820,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,居尊,列子/KR5c0124_007,1820,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,南面,列子/KR5c0124_007,1844,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,2,4,表南面之居尊,居尊,列子/KR5c0124_007,1844,居南面之尊,0.8
20,王起,元日觀上公獻壽賦以題為韻,1,3,5,贊以至誠,贊以,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,5,贊以至誠,至誠,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,6,俾天長而地久,天長,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,6,俾天長而地久,地久,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,7,陳乎盛禮,盛禮,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,8,亦星列而雷奔,星列,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,3,8,亦星列而雷奔,雷奔,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,9,所以上增景物,上增,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,9,所以上增景物,景物,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,10,所以下答湛恩,下答,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,4,10,所以下答湛恩,湛恩,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,11,豈徒閱夫濟濟,豈徒,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,11,豈徒閱夫濟濟,閱夫,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,11,豈徒閱夫濟濟,濟濟,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,12,而炫彼元元,炫彼,,,,
20,王起,元日觀上公獻壽賦以題為韻,1,5,12,而炫彼元元,元元,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,14,百辟無譁,百辟,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,14,百辟無譁,無譁,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,15,九賓有秩,九賓,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,6,15,九賓有秩,有秩,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,16,玉帛林會,玉帛,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,16,玉帛林會,林會,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,17,簪裾櫛比,簪裾,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,7,17,簪裾櫛比,櫛比,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,18,聲明叶於載陽,聲明,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,18,聲明叶於載陽,叶於,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,18,聲明叶於載陽,載陽,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,19,天文宜於初吉,天文,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,19,天文宜於初吉,宜於,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,8,19,天文宜於初吉,初吉,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,9,20,於是紫殿晝,紫殿,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,9,21,皇輿出,皇輿,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,10,22,仰之如天,仰之,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,10,23,就之如日,就之,史記/KR2a0001_100,1908,就之如日,1.0
20,王起,元日觀上公獻壽賦以題為韻,2,11,24,獻大君之壽,大君之壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,25,善頌善禱,善頌,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,25,善頌善禱,善禱,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,26,覿元老之儀,元老之儀,,,,
20,王起,元日觀上公獻壽賦以題為韻,2,11,27,匪徐匪疾,匪徐,文選/KR4h0001_003,1141,匪疾匪徐,1.0
20,王起,元日觀上公獻壽賦以題為韻,2,11,27,匪徐匪疾,匪疾,文選/KR4h0001_003,1141,匪疾匪徐,1.0
20,王起,元日觀上公獻壽賦以題為韻,3,12,28,皤皤元老,皤皤,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,12,28,皤皤元老,元老,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,12,29,首出朝端,首出,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,12,29,首出朝端,朝端,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,30,仰紫宸而展敬,紫宸,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,30,仰紫宸而展敬,展敬,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,31,回黃閣而即安,黃閣,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,13,31,回黃閣而即安,即安,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,32,振冠劍之翼翼,冠劍,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,32,振冠劍之翼翼,翼翼,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,33,曳環珮之珊珊,環珮,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,14,33,曳環珮之珊珊,珊珊,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,34,既進退而有度,進退,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,34,既進退而有度,有度,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,35,亦容止而可觀,容止,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,15,35,亦容止而可觀,可觀,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,36,將奉一人之壽,將奉,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,36,將奉一人之壽,一人之壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,37,而為萬國之歡,而為,,,,
20,王起,元日觀上公獻壽賦以題為韻,3,16,37,而為萬國之歡,萬國之歡,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,38,遠映珠旒,遠映,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,38,遠映珠旒,珠旒,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,39,旁臨霜仗,旁臨,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,17,39,旁臨霜仗,霜仗,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,18,40,赫赫在下,赫赫,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,18,40,赫赫在下,在下,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,明明,隋書/KR2a0023_013,490,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,在上,隋書/KR2a0023_013,490,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,明明,文選/KR4h0001_024,746,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,18,41,明明在上,在上,文選/KR4h0001_024,746,明明在上,1.0
20,王起,元日觀上公獻壽賦以題為韻,4,19,42,奉觴而進,奉觴,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,42,奉觴而進,而進,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,43,持盈有俯僂之容,盈有,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,43,持盈有俯僂之容,俯僂之容,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,44,祝壽而旋,祝壽,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,44,祝壽而旋,而旋,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,45,慶賜被鴻恩之暢,賜被,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,19,45,慶賜被鴻恩之暢,鴻恩之暢,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,46,應千年而莫厚,千年,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,46,應千年而莫厚,莫厚,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,47,宅百揆而誰讓,百揆,,,,
20,王起,元日觀上公獻壽賦以題為韻,4,20,47,宅百揆而誰讓,誰讓,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,48,祥光郁靄,祥光,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,48,祥光郁靄,郁靄,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,49,佳氣蔥蘢,佳氣,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,21,49,佳氣蔥蘢,蔥蘢,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,50,時剡剡以起履,剡剡,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,50,時剡剡以起履,起履,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,51,每兢兢而鞠躬,兢兢,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,22,51,每兢兢而鞠躬,鞠躬,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,52,拱北辰之尊,北辰之尊,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,53,不異乎台居列宿,台居,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,53,不異乎台居列宿,列宿,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,54,獻南山之壽,南山之壽,毛詩/KR1c0001_016,1091,如南山之壽,0.75
20,王起,元日觀上公獻壽賦以題為韻,5,23,54,獻南山之壽,南山之壽,文選/KR4h0001_046,1148,下獻南山之壽,0.8
20,王起,元日觀上公獻壽賦以題為韻,5,23,55,更聞其嶽視三公,更聞其,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,55,更聞其嶽視三公,嶽視,,,,
20,王起,元日觀上公獻壽賦以題為韻,5,23,55,更聞其嶽視三公,三公,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,56,既而天顏迴眷,天顏,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,56,既而天顏迴眷,迴眷,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,57,堯酒畢獻,堯酒,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,24,57,堯酒畢獻,畢獻,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,25,58,乾坤永固,乾坤,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,25,58,乾坤永固,永固,,,,
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下,孝經/KR1f0001_001,81,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,無怨,孝經/KR1f0001_001,81,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下,左傳/KR1e0001_010,70916,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,無怨,左傳/KR1e0001_010,70916,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,上下,文選/KR4h0001_051,1696,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,25,59,上下無怨,無怨,文選/KR4h0001_051,1696,上下無怨,1.0
20,王起,元日觀上公獻壽賦以題為韻,6,26,60,禮循牆而已退,循牆,,,,
